user_id,used_feature,feature_usage_date,feature_usage_count
U02515,False,,0
U02516,False,,0
U02517,False,,0
U02518,False,,0
U02519,False,,0
U02520,True,2023-07-13,12
U02521,True,2023-03-18,13
U02522,False,,0
U02523,True,2023-03-02,9
U02524,True,2023-04-24,14
U02525,False,,0
U02526,False,,0
U02527,False,,0
U02528,True,2023-11-11,2
U02529,False,,0
U02530,True,2023-11-03,15
U02531,True,2023-10-21,4
U02532,False,,0
U02533,True,2023-12-17,1
U02534,True,2023-10-25,12
U02535,False,,0
U02536,False,,0
U02537,False,,0
U02538,True,2023-12-26,11
U02539,True,2024-01-10,5
U02540,False,,0
U02541,False,,0
U02542,True,2023-05-04,11
U02543,True,2023-07-05,6
U02544,False,,0
U02545,False,,0
U02546,True,2023-09-21,2
U02547,False,,0
U02548,True,2023-03-31,6
U02549,False,,0
U02550,False,,0
U02551,False,,0
U02552,False,,0
U02553,True,2023-06-19,3
U02554,False,,0
U02555,True,2023-09-14,10
U02556,False,,0
U02557,False,,0
U02558,True,2023-08-06,9
U02559,False,,0
U02560,False,,0
U02561,True,2023-05-28,13
U02562,False,,0
U02563,False,,0
U02564,False,,0
U02565,True,2024-02-02,7
U02566,False,,0
U02567,True,2024-02-23,10
U02568,True,2023-08-13,4
U02569,False,,0
U02570,True,2023-07-27,14
U02571,False,,0
U02572,True,2024-02-09,13
U02573,False,,0
U02574,False,,0
U02575,False,,0
U02576,False,,0
U02577,False,,0
U02578,False,,0
U02579,False,,0
U02580,True,2024-01-25,11
U02581,False,,0
U02582,False,,0
U02583,False,,0
U02584,False,,0
U02585,False,,0
U02586,False,,0
U02587,True,2023-12-07,7
U02588,False,,0
U02589,True,2023-06-22,13
U02590,False,,0
U02591,True,2023-08-27,1
U02592,True,2024-02-23,12
U02593,False,,0
U02594,False,,0
U02595,False,,0
U02596,False,,0
U02597,False,,0
U02598,True,2023-11-07,7
U02599,True,2024-01-08,11
U02600,False,,0
U02601,True,2023-03-24,6
U02602,False,,0
U02603,False,,0
U02604,False,,0
U02605,False,,0
U02606,False,,0
U02607,True,2023-11-28,4
U02608,False,,0
U02609,False,,0
U02610,True,2023-06-05,4
U02611,True,2023-12-15,13
U02612,False,,0
U02613,False,,0
U02614,True,2023-12-12,8
U02615,False,,0
U02616,False,,0
U02617,True,2023-05-27,13
U02618,False,,0
U02619,True,2023-08-20,13
U02620,True,2023-06-23,11
U02621,False,,0
U02622,False,,0
U02623,True,2023-09-08,2
U02624,False,,0
U02625,False,,0
U02626,False,,0
U02627,False,,0
U02628,False,,0
U02629,False,,0
U02630,False,,0
U02631,True,2023-06-21,1
U02632,False,,0
U02633,False,,0
U02634,False,,0
U02635,True,2023-10-27,2
U02636,False,,0
U02637,True,2023-05-30,2
U02638,True,2023-08-10,11
U02639,False,,0
U02640,False,,0
U02641,True,2023-04-23,4
U02642,True,2024-02-12,2
U02643,True,2023-12-16,6
U02644,False,,0
U02645,False,,0
U02646,False,,0
U02647,False,,0
U02648,False,,0
U02649,True,2023-03-06,7
U02650,True,2023-07-12,4
U02651,False,,0
U02652,False,,0
U02653,True,2023-12-03,8
U02654,False,,0
U02655,True,2023-07-24,11
U02656,False,,0
U02657,True,2023-07-16,3
U02658,False,,0
U02659,True,2023-10-12,12
U02660,False,,0
U02661,False,,0
U02662,False,,0
U02663,False,,0
U02664,True,2023-11-11,4
U02665,False,,0
U02666,True,2023-11-20,5
U02667,False,,0
U02668,False,,0
U02669,True,2023-06-04,9
U02670,True,2023-06-18,1
U02671,True,2024-03-11,2
U02672,True,2023-10-12,12
U02673,False,,0
U02674,False,,0
U02675,False,,0
U02676,False,,0
U02677,False,,0
U02678,False,,0
U02679,True,2023-06-13,13
U02680,True,2023-08-31,9
U02681,True,2023-12-29,14
U02682,False,,0
U02683,False,,0
U02684,False,,0
U02685,True,2023-12-16,11
U02686,True,2023-10-13,7
U02687,True,2023-10-10,10
U02688,True,2023-03-22,1
U02689,True,2023-07-08,8
U02690,True,2023-02-09,3
U02691,True,2023-06-29,14
U02692,True,2023-11-02,6
U02693,True,2023-05-24,2
U02694,False,,0
U02695,False,,0
U02696,False,,0
U02697,False,,0
U02698,False,,0
U02699,True,2023-07-08,11
U02700,True,2023-03-12,4
U02701,False,,0
U02702,True,2023-11-10,15
U02703,False,,0
U02704,False,,0
U02705,False,,0
U02706,False,,0
U02707,False,,0
U02708,False,,0
U02709,False,,0
U02710,False,,0
U02711,True,2023-08-12,14
U02712,True,2023-02-15,1
U02713,False,,0
U02714,True,2023-10-28,12
U02715,False,,0
U02716,True,2023-12-11,15
U02717,True,2023-11-05,9
U02718,False,,0
U02719,False,,0
U02720,False,,0
U02721,True,2023-04-26,4
U02722,False,,0
U02723,False,,0
U02724,False,,0
U02725,False,,0
U02726,False,,0
U02727,True,2023-05-23,14
U02728,True,2023-05-04,11
U02729,False,,0
U02730,True,2023-08-25,12
U02731,True,2023-02-05,12
U02732,False,,0
U02733,False,,0
U02734,False,,0
U02735,True,2023-12-31,11
U02736,True,2023-08-10,9
U02737,False,,0
U02738,True,2023-10-26,8
U02739,False,,0
U02740,False,,0
U02741,False,,0
U02742,False,,0
U02743,False,,0
U02744,False,,0
U02745,False,,0
U02746,False,,0
U02747,False,,0
U02748,True,2023-09-29,2
U02749,True,2023-07-25,6
U02750,False,,0
U02751,False,,0
U02752,False,,0
U02753,False,,0
U02754,True,2023-06-11,5
U02755,True,2024-01-12,1
U02756,False,,0
U02757,False,,0
U02758,False,,0
U02759,False,,0
U02760,False,,0
U02761,True,2023-08-28,8
U02762,False,,0
U02763,True,2023-07-19,11
U02764,False,,0
U02765,True,2023-12-31,8
U02766,True,2023-06-25,1
U02767,False,,0
U02768,True,2023-11-25,6
U02769,True,2023-10-16,10
U02770,False,,0
U02771,False,,0
U02772,True,2023-06-24,9
U02773,True,2023-11-12,5
U02774,True,2023-09-06,15
U02775,True,2023-08-30,6
U02776,False,,0
U02777,True,2023-07-05,6
U02778,False,,0
U02779,True,2023-03-18,7
U02780,True,2023-08-10,12
U02781,False,,0
U02782,True,2023-05-01,6
U02783,True,2023-07-30,5
U02784,False,,0
U02785,False,,0
U02786,True,2023-08-15,1
U02787,False,,0
U02788,True,2023-12-02,5
U02789,False,,0
U02790,False,,0
U02791,False,,0
U02792,False,,0
U02793,False,,0
U02794,True,2023-06-12,6
U02795,False,,0
U02796,True,2023-11-19,8
U02797,False,,0
U02798,False,,0
U02799,True,2023-12-23,4
U02800,True,2024-01-16,5
U02801,True,2023-04-27,12
U02802,False,,0
U02803,True,2023-03-24,1
U02804,False,,0
U02805,False,,0
U02806,False,,0
U02807,False,,0
U02808,True,2023-03-11,8
U02809,False,,0
U02810,False,,0
U02811,True,2023-12-21,10
U02812,False,,0
U02813,False,,0
U02814,False,,0
U02815,False,,0
U02816,False,,0
U02817,True,2023-09-04,4
U02818,True,2023-11-13,3
U02819,False,,0
U02820,True,2024-01-15,10
U02821,False,,0
U02822,False,,0
U02823,False,,0
U02824,True,2023-11-20,11
U02825,False,,0
U02826,True,2023-08-17,5
U02827,True,2023-12-25,10
U02828,True,2024-03-07,10
U02829,True,2023-08-17,10
U02830,False,,0
U02831,False,,0
U02832,False,,0
U02833,True,2023-08-28,11
U02834,False,,0
U02835,True,2023-09-04,11
U02836,True,2024-03-10,12
U02837,False,,0
U02838,False,,0
U02839,False,,0
U02840,False,,0
U02841,False,,0
U02842,True,2023-12-25,14
U02843,False,,0
U02844,False,,0
U02845,False,,0
U02846,True,2023-05-24,12
U02847,False,,0
U02848,True,2023-08-25,6
U02849,False,,0
U02850,True,2023-05-10,10
U02851,True,2023-12-14,6
U02852,False,,0
U02853,False,,0
U02854,False,,0
U02855,False,,0
U02856,True,2023-06-08,1
U02857,True,2023-12-30,10
U02858,False,,0
U02859,False,,0
U02860,True,2023-03-12,5
U02861,True,2023-08-28,1
U02862,False,,0
U02863,False,,0
U02864,False,,0
U02865,False,,0
U02866,False,,0
U02867,True,2023-10-24,2
U02868,True,2023-09-02,10
U02869,True,2023-08-24,11
U02870,False,,0
U02871,False,,0
U02872,True,2023-07-14,10
U02873,False,,0
U02874,True,2023-11-23,13
U02875,False,,0
U02876,False,,0
U02877,False,,0
U02878,True,2023-06-01,12
U02879,False,,0
U02880,False,,0
U02881,True,2023-05-09,11
U02882,False,,0
U02883,False,,0
U02884,True,2023-12-23,7
U02885,False,,0
U02886,False,,0
U02887,True,2023-07-19,2
U02888,False,,0
U02889,False,,0
U02890,True,2023-12-30,10
U02891,False,,0
U02892,False,,0
U02893,False,,0
U02894,True,2023-08-08,4
U02895,False,,0
U02896,False,,0
U02897,False,,0
U02898,False,,0
U02899,True,2023-04-25,1
U02900,True,2023-06-29,7
U02901,False,,0
U02902,True,2023-08-05,11
U02903,False,,0
U02904,True,2023-05-13,10
U02905,True,2023-10-10,13
U02906,False,,0
U02907,False,,0
U02908,True,2023-12-13,4
U02909,False,,0
U02910,True,2023-02-11,4
U02911,True,2023-03-28,6
U02912,False,,0
U02913,False,,0
U02914,True,2023-03-09,7
U02915,False,,0
U02916,True,2024-01-04,15
U02917,False,,0
U02918,True,2023-07-21,11
U02919,False,,0
U02920,True,2023-07-02,11
U02921,False,,0
U02922,False,,0
U02923,True,2023-12-20,5
U02924,True,2023-12-08,7
U02925,False,,0
U02926,True,2023-06-24,13
U02927,False,,0
U02928,False,,0
U02929,True,2023-11-01,2
U02930,False,,0
U02931,True,2023-04-19,14
U02932,False,,0
U02933,True,2023-11-24,2
U02934,False,,0
U02935,True,2023-07-05,8
U02936,False,,0
U02937,True,2023-10-10,7
U02938,True,2023-06-15,6
U02939,True,2023-11-26,12
U02940,False,,0
U02941,False,,0
U02942,False,,0
U02943,False,,0
U02944,True,2023-04-20,11
U02945,False,,0
U02946,False,,0
U02947,True,2023-03-27,3
U02948,True,2023-12-15,15
U02949,False,,0
U02950,True,2023-05-24,11
U02951,False,,0
U02952,False,,0
U02953,True,2023-05-05,5
U02954,True,2023-06-01,10
U02955,True,2023-04-21,4
U02956,False,,0
U02957,True,2023-11-29,1
U02958,False,,0
U02959,False,,0
U02960,False,,0
U02961,False,,0
U02962,True,2023-08-17,9
U02963,False,,0
U02964,False,,0
U02965,False,,0
U02966,False,,0
U02967,False,,0
U02968,True,2023-12-11,2
U02969,True,2023-09-09,13
U02970,False,,0
U02971,False,,0
U02972,False,,0
U02973,True,2023-04-01,10
U02974,False,,0
U02975,False,,0
U02976,True,2023-10-14,14
U02977,False,,0
U02978,False,,0
U02979,False,,0
U02980,False,,0
U02981,False,,0
U02982,True,2024-03-17,4
U02983,False,,0
U02984,True,2024-01-06,8
U02985,True,2023-06-24,13
U02986,False,,0
U02987,True,2023-04-04,7
U02988,True,2023-10-26,4
U02989,False,,0
U02990,False,,0
U02991,False,,0
U02992,True,2023-09-27,14
U02993,False,,0
U02994,False,,0
U02995,True,2023-12-03,10
U02996,True,2023-12-04,8
U02997,True,2023-12-21,8
U02998,False,,0
U02999,False,,0
U03000,False,,0
U03001,False,,0
U03002,True,2023-03-04,11
U03003,False,,0
U03004,False,,0
U03005,True,2023-07-09,9
U03006,False,,0
U03007,False,,0
U03008,True,2024-01-02,3
U03009,True,2023-06-23,1
U03010,True,2023-12-05,5
U03011,False,,0
U03012,True,2023-11-17,11
U03013,False,,0
U03014,True,2023-10-21,12
U03015,True,2023-07-20,2
U03016,True,2023-10-26,15
U03017,False,,0
U03018,True,2023-02-05,2
U03019,False,,0
U03020,True,2024-01-11,1
U03021,False,,0
U03022,False,,0
U03023,True,2023-06-29,12
U03024,False,,0
U03025,False,,0
U03026,False,,0
U03027,False,,0
U03028,False,,0
U03029,False,,0
U03030,True,2023-03-19,9
U03031,True,2024-01-29,1
U03032,True,2024-02-02,3
U03033,False,,0
U03034,True,2023-10-01,1
U03035,True,2023-11-02,1
U03036,False,,0
U03037,True,2023-05-17,8
U03038,True,2023-10-27,4
U03039,False,,0
U03040,False,,0
U03041,True,2023-10-06,4
U03042,True,2023-10-14,4
U03043,True,2023-09-11,3
U03044,False,,0
U03045,False,,0
U03046,True,2023-04-11,10
U03047,False,,0
U03048,True,2023-11-16,4
U03049,True,2024-01-19,8
U03050,True,2023-12-15,11
U03051,True,2023-05-04,3
U03052,False,,0
U03053,False,,0
U03054,False,,0
U03055,False,,0
U03056,False,,0
U03057,False,,0
U03058,False,,0
U03059,True,2024-03-06,3
U03060,False,,0
U03061,False,,0
U03062,False,,0
U03063,False,,0
U03064,True,2023-11-03,14
U03065,False,,0
U03066,False,,0
U03067,False,,0
U03068,True,2023-03-03,10
U03069,False,,0
U03070,True,2023-08-21,8
U03071,False,,0
U03072,False,,0
U03073,False,,0
U03074,False,,0
U03075,False,,0
U03076,False,,0
U03077,False,,0
U03078,False,,0
U03079,True,2024-01-16,13
U03080,False,,0
U03081,True,2023-08-17,13
U03082,False,,0
U03083,False,,0
U03084,True,2023-10-09,10
U03085,False,,0
U03086,True,2023-05-10,14
U03087,True,2024-01-08,8
U03088,False,,0
U03089,True,2023-03-25,3
U03090,True,2024-01-03,6
U03091,False,,0
U03092,True,2023-12-31,13
U03093,False,,0
U03094,True,2023-10-18,3
U03095,False,,0
U03096,False,,0
U03097,False,,0
U03098,True,2023-09-23,2
U03099,True,2023-10-26,8
U03100,False,,0
U03101,False,,0
U03102,False,,0
U03103,False,,0
U03104,True,2023-08-15,1
U03105,False,,0
U03106,True,2024-01-19,13
U03107,False,,0
U03108,True,2023-03-27,4
U03109,True,2023-07-15,7
U03110,False,,0
U03111,False,,0
U03112,False,,0
U03113,False,,0
U03114,False,,0
U03115,False,,0
U03116,False,,0
U03117,False,,0
U03118,True,2023-10-17,15
U03119,False,,0
U03120,False,,0
U03121,False,,0
U03122,False,,0
U03123,False,,0
U03124,False,,0
U03125,False,,0
U03126,True,2023-12-23,6
U03127,False,,0
U03128,False,,0
U03129,False,,0
U03130,False,,0
U03131,False,,0
U03132,True,2023-08-07,8
U03133,True,2023-11-23,15
U03134,False,,0
U03135,False,,0
U03136,False,,0
U03137,False,,0
U03138,False,,0
U03139,False,,0
U03140,False,,0
U03141,False,,0
U03142,False,,0
U03143,False,,0
U03144,False,,0
U03145,False,,0
U03146,False,,0
U03147,True,2024-03-03,10
U03148,True,2023-11-03,8
U03149,True,2023-05-15,2
U03150,False,,0
U03151,False,,0
U03152,True,2023-10-09,2
U03153,True,2023-04-05,9
U03154,False,,0
U03155,True,2023-06-26,7
U03156,False,,0
U03157,False,,0
U03158,False,,0
U03159,False,,0
U03160,True,2023-10-22,12
U03161,False,,0
U03162,False,,0
U03163,True,2023-04-02,7
U03164,False,,0
U03165,False,,0
U03166,False,,0
U03167,True,2023-10-23,13
U03168,False,,0
U03169,True,2023-04-04,13
U03170,False,,0
U03171,False,,0
U03172,True,2024-01-03,11
U03173,False,,0
U03174,False,,0
U03175,False,,0
U03176,False,,0
U03177,False,,0
U03178,True,2023-12-18,2
U03179,False,,0
U03180,True,2023-10-25,1
U03181,False,,0
U03182,True,2023-02-25,3
U03183,False,,0
U03184,False,,0
U03185,False,,0
U03186,True,2023-05-09,6
U03187,True,2023-08-23,9
U03188,False,,0
U03189,True,2023-02-20,8
U03190,False,,0
U03191,True,2023-08-02,6
U03192,False,,0
U03193,False,,0
U03194,True,2023-07-12,8
U03195,False,,0
U03196,False,,0
U03197,False,,0
U03198,False,,0
U03199,False,,0
U03200,False,,0
U03201,True,2023-09-01,9
U03202,False,,0
U03203,True,2023-12-21,9
U03204,True,2023-12-31,11
U03205,False,,0
U03206,False,,0
U03207,False,,0
U03208,False,,0
U03209,True,2023-12-23,4
U03210,False,,0
U03211,False,,0
U03212,True,2024-01-20,1
U03213,False,,0
U03214,True,2023-10-29,4
U03215,False,,0
U03216,False,,0
U03217,False,,0
U03218,True,2023-09-20,6
U03219,True,2023-08-21,15
U03220,True,2023-09-10,4
U03221,False,,0
U03222,True,2023-12-20,3
U03223,True,2023-11-25,15
U03224,False,,0
U03225,True,2024-01-18,9
U03226,False,,0
U03227,False,,0
U03228,True,2023-05-25,11
U03229,False,,0
U03230,True,2023-10-30,4
U03231,False,,0
U03232,True,2023-08-05,1
U03233,True,2023-11-13,14
U03234,False,,0
U03235,True,2024-01-14,10
U03236,False,,0
U03237,False,,0
U03238,True,2023-08-14,9
U03239,False,,0
U03240,True,2023-05-11,3
U03241,True,2024-01-20,2
U03242,False,,0
U03243,False,,0
U03244,False,,0
U03245,True,2024-02-01,13
U03246,False,,0
U03247,True,2023-12-24,3
U03248,True,2024-01-15,10
U03249,False,,0
U03250,False,,0
U03251,True,2024-01-19,15
U03252,False,,0
U03253,False,,0
U03254,False,,0
U03255,False,,0
U03256,False,,0
U03257,False,,0
U03258,True,2023-03-20,1
U03259,True,2023-12-02,10
U03260,False,,0
U03261,False,,0
U03262,False,,0
U03263,False,,0
U03264,False,,0
U03265,False,,0
U03266,False,,0
U03267,True,2023-03-11,5
U03268,False,,0
U03269,False,,0
U03270,True,2023-11-02,2
U03271,True,2023-06-08,10
U03272,False,,0
U03273,True,2023-07-15,15
U03274,True,2023-04-20,5
U03275,False,,0
U03276,False,,0
U03277,False,,0
U03278,False,,0
U03279,False,,0
U03280,False,,0
U03281,False,,0
U03282,False,,0
U03283,True,2023-12-26,10
U03284,True,2023-11-25,11
U03285,False,,0
U03286,True,2023-06-24,14
U03287,False,,0
U03288,True,2023-10-16,7
U03289,True,2023-03-11,1
U03290,False,,0
U03291,False,,0
U03292,False,,0
U03293,False,,0
U03294,False,,0
U03295,True,2023-10-20,10
U03296,False,,0
U03297,False,,0
U03298,True,2024-01-13,15
U03299,True,2024-02-20,15
U03300,False,,0
U03301,False,,0
U03302,False,,0
U03303,False,,0
U03304,True,2023-04-12,8
U03305,False,,0
U03306,False,,0
U03307,False,,0
U03308,True,2023-07-05,13
U03309,True,2023-11-12,6
U03310,True,2024-01-23,3
U03311,False,,0
U03312,True,2023-07-29,13
U03313,False,,0
U03314,False,,0
U03315,False,,0
U03316,True,2023-05-23,10
U03317,True,2023-10-04,7
U03318,False,,0
U03319,False,,0
U03320,False,,0
U03321,True,2023-09-22,14
U03322,False,,0
U03323,False,,0
U03324,True,2023-09-14,6
U03325,False,,0
U03326,False,,0
U03327,False,,0
U03328,True,2023-05-22,12
U03329,False,,0
U03330,False,,0
U03331,True,2023-04-03,4
U03332,True,2023-06-07,14
U03333,True,2023-09-12,4
U03334,True,2024-02-18,9
U03335,True,2024-01-19,5
U03336,False,,0
U03337,False,,0
U03338,False,,0
U03339,False,,0
U03340,True,2024-02-07,3
U03341,False,,0
U03342,False,,0
U03343,False,,0
U03344,False,,0
U03345,True,2023-03-29,6
U03346,False,,0
U03347,True,2023-05-29,2
U03348,False,,0
U03349,False,,0
U03350,False,,0
U03351,False,,0
U03352,True,2023-12-19,7
U03353,False,,0
U03354,False,,0
U03355,True,2023-06-12,3
U03356,False,,0
U03357,False,,0
U03358,True,2023-02-25,11
U03359,True,2023-08-30,10
U03360,False,,0
U03361,True,2024-02-12,2
U03362,True,2023-12-28,15
U03363,False,,0
U03364,False,,0
U03365,False,,0
U03366,False,,0
U03367,False,,0
U03368,False,,0
U03369,False,,0
U03370,True,2024-03-12,10
U03371,False,,0
U03372,False,,0
U03373,True,2023-09-11,6
U03374,True,2024-02-16,11
U03375,False,,0
U03376,False,,0
U03377,True,2023-08-05,3
U03378,False,,0
U03379,False,,0
U03380,True,2023-02-17,15
U03381,False,,0
U03382,True,2023-04-13,12
U03383,False,,0
U03384,True,2023-07-25,15
U03385,True,2023-03-16,5
U03386,False,,0
U03387,False,,0
U03388,False,,0
U03389,True,2023-10-25,3
U03390,True,2023-06-14,2
U03391,False,,0
U03392,False,,0
U03393,False,,0
U03394,True,2024-01-06,7
U03395,False,,0
U03396,False,,0
U03397,True,2023-08-08,1
U03398,False,,0
U03399,False,,0
U03400,True,2023-07-17,5
U03401,False,,0
U03402,False,,0
U03403,False,,0
U03404,False,,0
U03405,False,,0
U03406,True,2023-03-27,12
U03407,False,,0
U03408,True,2023-06-26,5
U03409,True,2023-08-30,4
U03410,True,2024-02-02,4
U03411,False,,0
U03412,False,,0
U03413,False,,0
U03414,False,,0
U03415,False,,0
U03416,True,2023-07-22,4
U03417,False,,0
U03418,True,2023-03-22,11
U03419,False,,0
U03420,True,2023-05-18,9
U03421,False,,0
U03422,False,,0
U03423,False,,0
U03424,True,2024-03-20,3
U03425,False,,0
U03426,False,,0
U03427,True,2023-06-30,15
U03428,True,2023-09-02,5
U03429,True,2023-12-05,12
U03430,False,,0
U03431,True,2023-10-30,13
U03432,True,2023-04-08,9
U03433,True,2023-05-19,12
U03434,False,,0
U03435,True,2023-06-20,9
U03436,False,,0
U03437,True,2023-12-02,4
U03438,True,2023-04-11,15
U03439,False,,0
U03440,False,,0
U03441,False,,0
U03442,True,2023-08-28,5
U03443,True,2024-02-03,6
U03444,False,,0
U03445,True,2024-01-29,14
U03446,False,,0
U03447,False,,0
U03448,False,,0
U03449,False,,0
U03450,True,2023-03-29,8
U03451,False,,0
U03452,False,,0
U03453,False,,0
U03454,False,,0
U03455,False,,0
U03456,False,,0
U03457,False,,0
U03458,False,,0
U03459,False,,0
U03460,False,,0
U03461,True,2023-06-23,15
U03462,False,,0
U03463,False,,0
U03464,False,,0
U03465,True,2023-05-11,6
U03466,False,,0
U03467,False,,0
U03468,True,2023-05-09,5
U03469,False,,0
U03470,False,,0
U03471,False,,0
U03472,True,2023-10-06,7
U03473,True,2023-10-24,12
U03474,True,2023-09-08,1
U03475,False,,0
U03476,False,,0
U03477,False,,0
U03478,True,2023-02-19,15
U03479,False,,0
U03480,False,,0
U03481,False,,0
U03482,False,,0
U03483,False,,0
U03484,True,2023-05-29,5
U03485,False,,0
U03486,False,,0
U03487,False,,0
U03488,False,,0
U03489,False,,0
U03490,False,,0
U03491,True,2023-08-11,8
U03492,False,,0
U03493,False,,0
U03494,False,,0
U03495,False,,0
U03496,False,,0
U03497,False,,0
U03498,False,,0
U03499,False,,0
U03500,False,,0
U03501,False,,0
U03502,False,,0
U03503,False,,0
U03504,False,,0
U03505,False,,0
U03506,False,,0
U03507,False,,0
U03508,False,,0
U03509,False,,0
U03510,False,,0
U03511,True,2023-10-03,2
U03512,False,,0
U03513,True,2023-06-04,10
U03514,False,,0
U03515,False,,0
U03516,False,,0
U03517,False,,0
U03518,True,2023-10-07,9
U03519,False,,0
U03520,False,,0
U03521,False,,0
U03522,True,2023-06-29,1
U03523,True,2023-07-11,1
U03524,False,,0
U03525,True,2023-10-06,4
U03526,True,2023-11-10,1
U03527,False,,0
U03528,False,,0
U03529,True,2023-03-10,12
U03530,True,2023-12-30,9
U03531,False,,0
U03532,True,2023-06-09,13
U03533,False,,0
U03534,False,,0
U03535,False,,0
U03536,True,2024-02-02,9
U03537,True,2023-12-19,3
U03538,False,,0
U03539,False,,0
U03540,False,,0
U03541,False,,0
U03542,False,,0
U03543,True,2023-03-28,6
U03544,False,,0
U03545,False,,0
U03546,True,2023-10-03,14
U03547,False,,0
U03548,True,2023-02-04,8
U03549,False,,0
U03550,False,,0
U03551,False,,0
U03552,True,2023-12-30,15
U03553,False,,0
U03554,True,2023-12-13,15
U03555,True,2024-02-11,8
U03556,True,2023-06-12,2
U03557,True,2023-12-08,7
U03558,True,2023-10-23,7
U03559,False,,0
U03560,False,,0
U03561,False,,0
U03562,False,,0
U03563,True,2023-07-23,8
U03564,True,2023-11-28,8
U03565,False,,0
U03566,False,,0
U03567,False,,0
U03568,False,,0
U03569,True,2023-04-10,7
U03570,False,,0
U03571,False,,0
U03572,False,,0
U03573,True,2024-02-22,15
U03574,True,2023-04-27,11
U03575,False,,0
U03576,False,,0
U03577,False,,0
U03578,True,2023-12-17,3
U03579,False,,0
U03580,False,,0
U03581,True,2023-01-13,6
U03582,False,,0
U03583,False,,0
U03584,True,2023-11-10,1
U03585,True,2023-08-18,1
U03586,False,,0
U03587,False,,0
U03588,True,2023-08-16,12
U03589,False,,0
U03590,False,,0
U03591,False,,0
U03592,False,,0
U03593,True,2023-08-13,13
U03594,False,,0
U03595,True,2023-06-03,13
U03596,False,,0
U03597,True,2023-12-20,11
U03598,False,,0
U03599,False,,0
U03600,False,,0
U03601,False,,0
U03602,False,,0
U03603,True,2023-04-17,12
U03604,True,2023-11-20,7
U03605,False,,0
U03606,False,,0
U03607,False,,0
U03608,False,,0
U03609,True,2023-05-27,9
U03610,True,2023-05-07,6
U03611,True,2023-05-20,1
U03612,True,2024-01-14,12
U03613,False,,0
U03614,False,,0
U03615,False,,0
U03616,True,2023-07-30,3
U03617,True,2023-09-29,7
U03618,False,,0
U03619,False,,0
U03620,True,2023-09-27,9
U03621,False,,0
U03622,True,2023-02-25,12
U03623,True,2023-09-02,6
U03624,False,,0
U03625,True,2023-10-30,8
U03626,False,,0
U03627,False,,0
U03628,False,,0
U03629,False,,0
U03630,False,,0
U03631,False,,0
U03632,False,,0
U03633,True,2023-09-01,13
U03634,True,2023-04-25,7
U03635,True,2023-12-02,9
U03636,True,2024-01-11,9
U03637,True,2023-11-23,11
U03638,False,,0
U03639,False,,0
U03640,False,,0
U03641,True,2023-05-28,11
U03642,True,2023-11-30,2
U03643,False,,0
U03644,False,,0
U03645,False,,0
U03646,False,,0
U03647,False,,0
U03648,False,,0
U03649,False,,0
U03650,True,2023-03-13,2
U03651,False,,0
U03652,False,,0
U03653,True,2023-04-20,15
U03654,False,,0
U03655,False,,0
U03656,True,2023-07-05,5
U03657,False,,0
U03658,False,,0
U03659,False,,0
U03660,False,,0
U03661,True,2023-03-12,13
U03662,False,,0
U03663,False,,0
U03664,False,,0
U03665,True,2023-09-24,11
U03666,False,,0
U03667,False,,0
U03668,False,,0
U03669,True,2023-07-22,1
U03670,True,2023-12-02,15
U03671,False,,0
U03672,True,2023-12-07,9
U03673,False,,0
U03674,False,,0
U03675,True,2023-06-05,7
U03676,False,,0
U03677,False,,0
U03678,True,2023-04-11,11
U03679,True,2023-04-14,5
U03680,False,,0
U03681,True,2023-12-30,2
U03682,False,,0
U03683,True,2023-11-10,4
U03684,False,,0
U03685,True,2023-09-08,1
U03686,True,2024-01-01,10
U03687,True,2023-08-26,6
U03688,True,2024-01-23,6
U03689,False,,0
U03690,False,,0
U03691,False,,0
U03692,False,,0
U03693,True,2024-02-05,3
U03694,False,,0
U03695,False,,0
U03696,False,,0
U03697,False,,0
U03698,True,2023-03-20,10
U03699,True,2023-05-19,12
U03700,True,2023-08-13,11
U03701,False,,0
U03702,True,2023-09-02,6
U03703,False,,0
U03704,True,2024-01-28,15
U03705,False,,0
U03706,False,,0
U03707,False,,0
U03708,True,2023-07-16,4
U03709,True,2023-09-10,9
U03710,False,,0
U03711,False,,0
U03712,True,2023-09-27,9
U03713,False,,0
U03714,True,2023-09-20,11
U03715,False,,0
U03716,False,,0
U03717,False,,0
U03718,False,,0
U03719,True,2023-03-07,7
U03720,False,,0
U03721,False,,0
U03722,False,,0
U03723,False,,0
U03724,True,2023-04-18,14
U03725,True,2024-03-01,14
U03726,False,,0
U03727,False,,0
U03728,False,,0
U03729,True,2023-06-29,6
U03730,True,2023-08-17,5
U03731,False,,0
U03732,False,,0
U03733,False,,0
U03734,False,,0
U03735,False,,0
U03736,True,2023-12-08,4
U03737,False,,0
U03738,True,2024-01-18,1
U03739,False,,0
U03740,False,,0
U03741,False,,0
U03742,False,,0
U03743,True,2023-12-14,13
U03744,True,2023-08-12,2
U03745,False,,0
U03746,False,,0
U03747,True,2023-11-14,2
U03748,False,,0
U03749,True,2023-02-20,9
U03750,False,,0
U03751,False,,0
U03752,True,2023-05-10,6
U03753,True,2023-02-12,6
U03754,False,,0
U03755,False,,0
U03756,False,,0
U03757,True,2023-06-28,15
U03758,False,,0
U03759,False,,0
