user_id,signup_date,plan_type,revenue_before,revenue_after,churned,country,device,acquisition_channel,sessions,total_time_spent
U00945,2023-10-04,Free,19.76,19.76,0,UK,Tablet,Referral,6,19.85
U00946,2023-07-17,Free,9.58,9.58,0,Canada,Tablet,Social,11,95.18
U00947,2023-03-11,Basic,31.39,31.39,0,Germany,Desktop,Organic,3,17.01
U00948,2023-04-22,Free,7.26,7.26,0,Canada,Mobile,Email,10,27.77
U00949,2023-01-04,Free,3.88,3.88,0,USA,Desktop,Referral,9,95.42
U00950,2023-12-16,Basic,15.7,29.358550497672617,0,India,Desktop,Organic,8,46.17
U00951,2023-11-27,Basic,16.7,16.7,0,Germany,Tablet,Organic,5,37.88
U00952,2023-11-14,Free,34.94,34.94,1,Germany,Mobile,Email,8,30.09
U00953,2023-12-16,Basic,12.21,12.21,0,USA,Tablet,Organic,3,18.02
U00954,2023-04-05,Premium,33.7,33.7,0,Brazil,Desktop,Email,5,40.24
U00955,2023-06-01,Basic,7.46,7.46,0,Australia,Mobile,Social,10,81.98
U00956,2023-11-07,Free,17.13,17.13,1,Germany,Desktop,Referral,7,59.25
U00957,2023-05-17,Free,4.68,4.68,0,UK,Mobile,Organic,11,52.07
U00958,2023-09-04,Free,9.74,13.062769666957045,0,Canada,Mobile,Paid Search,5,34.63
U00959,2023-08-31,Free,38.97,41.79516351665009,0,Canada,Tablet,Email,8,28.81
U00960,2023-01-31,Free,4.87,4.87,0,Brazil,Tablet,Social,5,16.89
U00961,2023-02-09,Free,33.24,33.24,0,Canada,Tablet,Paid Search,9,52.07
U00962,2023-08-17,Free,6.65,6.65,0,Canada,Desktop,Referral,7,35.76
U00963,2023-02-05,Premium,0.7,1.6153109077231702,0,Australia,Mobile,Social,9,52.29
U00964,2023-08-11,Free,2.33,2.33,0,Canada,Tablet,Email,12,65.33
U00965,2023-01-06,Basic,27.4,27.4,0,Brazil,Tablet,Social,9,43.25
U00966,2023-11-18,Basic,6.08,6.08,0,USA,Tablet,Social,9,58.47
U00967,2023-08-08,Free,21.23,21.23,0,UK,Tablet,Social,4,31.52
U00968,2023-03-16,Premium,24.03,24.03,0,Canada,Mobile,Referral,9,66.84
U00969,2023-01-04,Basic,8.47,8.47,1,Brazil,Mobile,Paid Search,13,93.44
U00970,2023-12-01,Free,12.88,15.818140812109734,0,Germany,Desktop,Social,8,24.14
U00971,2023-05-14,Basic,10.34,10.34,0,USA,Tablet,Organic,8,47.37
U00972,2023-04-28,Free,58.88,58.88,1,USA,Mobile,Social,8,37.96
U00973,2023-04-04,Basic,7.71,41.298065116717254,0,Australia,Mobile,Social,7,59.73
U00974,2023-03-03,Free,4.05,6.456350605562557,0,USA,Desktop,Referral,7,38.82
U00975,2023-07-13,Premium,9.1,9.1,0,Canada,Tablet,Referral,7,75.52
U00976,2023-12-01,Free,22.14,22.14,1,India,Desktop,Referral,9,58.85
U00977,2023-07-22,Basic,23.9,23.9,0,Brazil,Tablet,Referral,5,37.71
U00978,2023-01-26,Free,51.56,51.56,0,Canada,Mobile,Social,7,32.56
U00979,2023-06-22,Basic,42.7,42.7,0,Australia,Mobile,Social,6,44.76
U00980,2023-10-27,Basic,6.8,7.119363871329975,1,UK,Tablet,Email,7,30.94
U00981,2023-05-13,Free,12.15,12.15,0,UK,Tablet,Referral,9,67.58
U00982,2023-11-22,Basic,27.51,27.51,1,Australia,Mobile,Email,5,30.86
U00983,2023-04-28,Free,49.67,49.67,0,India,Mobile,Paid Search,9,9.0
U00984,2023-11-20,Premium,8.22,8.22,0,Canada,Mobile,Referral,5,28.28
U00985,2023-10-02,Free,11.76,11.76,0,Germany,Desktop,Paid Search,9,55.96
U00986,2023-07-31,Premium,45.95,45.95,0,Brazil,Desktop,Organic,8,38.66
U00987,2023-08-13,Premium,8.88,8.88,0,USA,Desktop,Social,8,55.24
U00988,2023-01-20,Free,13.1,13.1,1,India,Desktop,Social,6,27.04
U00989,2023-04-23,Free,46.97,46.97,0,India,Tablet,Email,7,57.06
U00990,2023-05-20,Free,32.41,32.41,1,Brazil,Tablet,Social,8,54.15
U00991,2023-02-16,Premium,5.58,5.58,0,UK,Mobile,Paid Search,3,20.5
U00992,2023-01-01,Free,7.85,7.85,0,Canada,Tablet,Social,8,35.13
U00993,2023-03-31,Basic,8.71,8.71,0,Brazil,Tablet,Referral,12,97.63
U00994,2023-05-22,Premium,48.78,50.29334872783584,0,UK,Tablet,Organic,10,68.13
U00995,2023-11-16,Free,136.87,138.7232026273349,0,Brazil,Desktop,Email,7,59.49
U00996,2023-02-07,Basic,29.74,33.91895887125966,0,UK,Tablet,Email,5,23.95
U00997,2023-10-20,Free,13.25,13.25,0,Canada,Tablet,Email,9,47.64
U00998,2023-05-19,Free,0.2,0.2,0,India,Mobile,Referral,10,70.38
U00999,2023-12-22,Basic,23.91,23.91,0,UK,Desktop,Social,10,58.66
U01000,2023-11-29,Free,9.86,30.407264455910173,1,Brazil,Mobile,Referral,8,42.15
U01001,2023-09-16,Free,20.05,22.56706277256879,0,Australia,Mobile,Paid Search,14,37.7
U01002,2023-06-10,Premium,18.66,31.741354348224824,0,Germany,Desktop,Social,8,57.5
U01003,2023-06-27,Free,13.11,13.11,0,Brazil,Desktop,Referral,9,49.3
U01004,2023-01-10,Premium,57.79,84.55303418620788,0,India,Desktop,Paid Search,8,43.2
U01005,2023-09-18,Premium,0.47,2.884804447060059,0,UK,Mobile,Paid Search,6,23.84
U01006,2023-05-18,Free,24.91,24.91,1,UK,Mobile,Referral,7,50.73
U01007,2023-06-21,Free,10.55,10.55,0,UK,Desktop,Referral,11,58.71
U01008,2023-01-13,Basic,25.02,25.02,0,Australia,Mobile,Organic,9,79.72
U01009,2023-06-17,Free,22.49,22.49,0,India,Tablet,Referral,5,28.96
U01010,2023-05-10,Free,0.21,0.21,0,Canada,Mobile,Email,7,50.03
U01011,2023-03-25,Basic,6.72,28.330220583377375,0,Australia,Desktop,Social,8,61.14
U01012,2023-11-17,Free,4.19,15.51025411308202,0,Brazil,Mobile,Paid Search,13,49.61
U01013,2023-11-15,Premium,3.65,14.192915343004785,0,UK,Mobile,Email,8,57.31
U01014,2023-04-11,Free,26.07,26.07,1,Australia,Desktop,Email,12,36.87
U01015,2023-11-25,Free,5.48,5.48,0,Germany,Tablet,Paid Search,8,50.38
U01016,2023-09-30,Free,12.88,12.88,0,Canada,Desktop,Social,6,30.4
U01017,2023-09-22,Premium,5.67,5.67,0,Germany,Mobile,Organic,9,50.47
U01018,2023-02-07,Basic,17.36,17.36,0,USA,Tablet,Organic,5,24.9
U01019,2023-04-04,Premium,25.5,39.2873086768062,0,Germany,Tablet,Email,12,69.96
U01020,2023-04-05,Free,8.04,8.04,0,USA,Mobile,Email,10,63.9
U01021,2023-11-01,Free,18.48,18.48,1,Australia,Desktop,Referral,9,20.39
U01022,2023-03-10,Free,34.84,34.84,0,UK,Tablet,Organic,8,65.95
U01023,2023-11-14,Free,1.98,5.122326866582474,0,India,Desktop,Organic,10,61.08
U01024,2023-08-24,Basic,24.8,24.8,0,India,Mobile,Social,8,38.6
U01025,2023-11-30,Basic,7.81,7.81,0,Australia,Desktop,Referral,14,89.54
U01026,2023-05-17,Free,2.62,4.374198556847171,1,India,Desktop,Paid Search,15,94.19
U01027,2023-03-17,Premium,15.78,15.78,1,Australia,Desktop,Paid Search,5,48.94
U01028,2023-02-04,Free,5.13,5.13,1,UK,Tablet,Social,11,74.12
U01029,2023-01-01,Premium,34.45,34.45,0,UK,Mobile,Paid Search,8,43.78
U01030,2023-10-23,Free,0.88,0.88,0,Brazil,Tablet,Organic,7,38.33
U01031,2023-11-16,Free,2.08,2.08,0,Canada,Tablet,Email,4,18.18
U01032,2023-03-01,Free,14.72,25.46774347086697,0,Germany,Mobile,Referral,9,67.13
U01033,2023-11-16,Free,17.78,17.78,0,UK,Tablet,Paid Search,7,63.46
U01034,2023-12-15,Basic,26.18,26.18,1,Germany,Tablet,Paid Search,14,105.9
U01035,2023-11-24,Free,6.0,6.0,0,India,Desktop,Paid Search,5,30.96
U01036,2023-09-24,Free,36.87,36.87,1,Germany,Tablet,Paid Search,14,84.32
U01037,2023-12-27,Basic,61.21,61.21,1,Brazil,Mobile,Email,8,63.93
U01038,2023-08-17,Basic,13.82,13.82,1,India,Mobile,Email,6,42.54
U01039,2023-09-27,Premium,28.59,28.59,0,Germany,Tablet,Social,12,73.73
U01040,2023-11-12,Free,14.88,14.88,0,Brazil,Tablet,Organic,9,37.1
U01041,2023-10-13,Basic,1.44,1.44,0,Canada,Desktop,Paid Search,5,32.02
U01042,2023-10-18,Basic,7.89,7.89,0,Germany,Tablet,Social,14,95.77
U01043,2023-08-01,Free,1.83,1.83,0,Australia,Desktop,Organic,9,34.26
U01044,2023-06-14,Free,89.98,89.98,0,Brazil,Desktop,Email,13,13.0
U01045,2023-01-05,Free,5.2,21.536913911898207,0,Germany,Tablet,Paid Search,11,53.01
U01046,2023-12-05,Free,20.21,20.21,0,India,Tablet,Email,11,62.36
U01047,2023-03-19,Free,6.69,8.415562635623333,0,Australia,Mobile,Paid Search,4,33.14
U01048,2023-03-03,Free,21.18,21.18,1,India,Tablet,Email,5,25.73
U01049,2023-05-12,Basic,4.72,8.742251356201468,0,USA,Mobile,Social,12,98.51
U01050,2023-03-30,Basic,30.77,30.77,0,Brazil,Desktop,Social,9,47.38
U01051,2023-08-25,Premium,2.35,8.531766840469585,0,Australia,Desktop,Email,9,20.7
U01052,2023-02-11,Basic,45.1,45.1,0,Germany,Tablet,Email,9,25.12
U01053,2023-03-30,Free,36.7,66.70178859730345,0,Canada,Mobile,Referral,7,48.01
U01054,2023-10-23,Premium,22.71,27.194169594872108,0,Germany,Mobile,Paid Search,7,46.73
U01055,2023-11-24,Premium,1.4,1.4,1,Germany,Mobile,Referral,5,31.27
U01056,2023-10-22,Free,4.68,34.31478048145338,0,UK,Desktop,Email,9,47.81
U01057,2023-04-14,Basic,39.23,39.23,0,Brazil,Mobile,Social,8,44.0
U01058,2023-01-14,Premium,2.6,2.6,0,Germany,Desktop,Paid Search,10,96.37
U01059,2023-10-15,Basic,3.39,3.39,0,Australia,Desktop,Social,5,29.27
U01060,2023-06-28,Premium,15.71,15.71,0,USA,Tablet,Email,9,37.25
U01061,2023-05-05,Free,6.41,6.41,0,India,Tablet,Referral,6,50.45
U01062,2023-12-19,Free,5.02,7.517583397858452,1,UK,Desktop,Paid Search,12,85.33
U01063,2023-01-23,Free,17.15,21.194772378352148,0,UK,Tablet,Referral,4,28.8
U01064,2023-03-04,Basic,9.32,33.96066655824507,0,Australia,Tablet,Paid Search,21,145.75
U01065,2023-05-23,Premium,3.03,3.03,0,Australia,Desktop,Social,10,75.05
U01066,2023-06-02,Premium,15.31,15.31,0,India,Desktop,Organic,8,26.4
U01067,2023-05-25,Free,9.79,9.79,0,Canada,Mobile,Paid Search,4,16.05
U01068,2023-08-13,Free,26.52,26.52,0,Canada,Mobile,Email,12,44.19
U01069,2023-11-05,Premium,2.17,2.17,0,UK,Tablet,Paid Search,8,23.49
U01070,2023-04-14,Basic,19.38,19.38,0,USA,Tablet,Email,10,61.25
U01071,2023-04-14,Free,11.47,38.73456540162201,0,USA,Desktop,Organic,14,29.65
U01072,2023-02-08,Free,10.42,10.42,0,India,Mobile,Organic,11,49.46
U01073,2023-07-17,Basic,5.29,5.29,0,Brazil,Mobile,Social,6,31.69
U01074,2023-05-14,Basic,0.62,0.62,0,Canada,Desktop,Social,8,40.55
U01075,2023-03-08,Free,37.64,37.64,0,Australia,Desktop,Organic,9,35.4
U01076,2023-06-28,Free,7.9,7.9,0,UK,Desktop,Paid Search,3,21.28
U01077,2023-02-11,Premium,22.86,22.86,0,Germany,Mobile,Paid Search,7,63.35
U01078,2023-01-15,Basic,58.97,58.97,0,Canada,Desktop,Social,6,26.52
U01079,2023-04-21,Free,16.65,22.01937870451023,0,Germany,Tablet,Paid Search,8,28.47
U01080,2023-06-06,Free,10.12,10.12,0,USA,Mobile,Paid Search,10,49.96
U01081,2023-10-16,Basic,6.25,8.411731748284026,0,Brazil,Desktop,Paid Search,11,107.14
U01082,2023-08-19,Free,54.38,54.38,1,Brazil,Tablet,Paid Search,7,50.33
U01083,2023-06-06,Free,22.92,22.92,0,Canada,Mobile,Email,15,92.73
U01084,2023-02-07,Basic,21.89,22.655863625400983,0,UK,Desktop,Social,13,78.99
U01085,2023-04-07,Free,11.11,11.11,1,Canada,Tablet,Organic,10,81.05
U01086,2023-10-16,Basic,37.29,37.29,1,UK,Desktop,Organic,5,25.8
U01087,2023-09-11,Free,25.01,25.01,0,Australia,Tablet,Email,8,48.33
U01088,2023-07-15,Basic,6.66,7.275378554139382,0,India,Mobile,Social,4,30.06
U01089,2023-03-27,Free,18.3,18.3,0,USA,Mobile,Email,12,92.0
U01090,2023-11-18,Free,11.25,11.25,0,India,Mobile,Social,7,54.6
U01091,2023-01-10,Free,0.13,0.13,0,India,Desktop,Email,8,56.8
U01092,2023-01-05,Premium,32.97,32.97,1,Brazil,Mobile,Paid Search,7,35.66
U01093,2023-05-03,Premium,2.62,31.295628465066034,0,UK,Tablet,Email,8,40.57
U01094,2023-11-26,Free,14.27,14.378109959942744,0,Germany,Desktop,Email,12,41.63
U01095,2023-12-19,Basic,8.2,8.2,0,India,Tablet,Referral,3,16.2
U01096,2023-04-28,Basic,8.37,8.37,0,USA,Tablet,Social,11,88.91
U01097,2023-10-21,Premium,12.98,33.47911664451799,0,India,Tablet,Paid Search,7,60.18
U01098,2023-06-08,Free,116.34,116.34,0,Germany,Desktop,Email,7,39.15
U01099,2023-10-30,Basic,10.5,11.233417260677701,0,Germany,Tablet,Paid Search,6,23.96
U01100,2023-08-16,Free,4.03,4.03,0,USA,Tablet,Social,4,20.13
U01101,2023-12-31,Free,19.02,19.02,1,Australia,Mobile,Organic,7,28.97
U01102,2023-08-04,Premium,5.39,6.129881400076853,1,Canada,Desktop,Referral,8,27.14
U01103,2023-07-03,Basic,2.23,2.23,0,Germany,Mobile,Referral,8,20.31
U01104,2023-01-15,Free,1.03,6.830431186107492,1,Australia,Tablet,Social,5,22.92
U01105,2023-06-06,Free,0.46,0.46,0,Germany,Tablet,Referral,7,21.73
U01106,2023-05-16,Basic,11.28,11.28,0,Canada,Desktop,Organic,3,10.24
U01107,2023-09-18,Basic,11.13,17.365988211945908,0,Germany,Tablet,Paid Search,4,24.59
U01108,2023-06-06,Free,4.1,4.1,0,India,Desktop,Email,3,17.35
U01109,2023-02-16,Premium,30.65,33.38675409512685,0,USA,Tablet,Social,8,70.13
U01110,2023-11-20,Free,2.77,7.375857954854794,0,India,Tablet,Social,6,52.56
U01111,2023-11-28,Free,49.38,50.63961914623214,0,Canada,Mobile,Referral,11,83.69
U01112,2023-06-22,Premium,17.71,34.530333223341714,0,USA,Tablet,Email,9,70.18
U01113,2023-05-10,Free,0.56,0.56,0,Germany,Mobile,Referral,7,41.77
U01114,2023-04-05,Free,65.92,65.92,0,Germany,Mobile,Referral,6,42.52
U01115,2023-04-25,Basic,7.36,13.782507398744816,0,UK,Tablet,Paid Search,4,25.79
U01116,2023-08-31,Premium,11.96,11.96,1,Australia,Mobile,Paid Search,7,50.16
U01117,2023-10-19,Free,6.69,6.69,0,Germany,Desktop,Referral,9,40.07
U01118,2023-10-09,Premium,26.07,26.07,0,USA,Mobile,Organic,12,74.98
U01119,2023-10-26,Basic,13.3,13.3,0,Australia,Desktop,Social,7,50.81
U01120,2023-10-10,Free,2.84,6.797774203157063,0,Brazil,Mobile,Organic,7,28.52
U01121,2023-03-10,Basic,2.2,2.2,0,USA,Mobile,Social,5,31.88
U01122,2023-05-28,Free,25.85,25.85,0,Australia,Mobile,Email,4,35.63
U01123,2023-01-11,Free,5.41,5.41,0,Germany,Tablet,Email,10,73.49
U01124,2023-09-11,Basic,2.97,2.977052604738654,0,Germany,Tablet,Organic,14,78.24
U01125,2023-11-26,Premium,13.84,45.80749724410123,0,Brazil,Tablet,Referral,5,38.53
U01126,2023-12-26,Free,32.47,32.47,0,Germany,Tablet,Referral,8,58.22
U01127,2023-02-07,Free,6.54,9.398593031126103,0,UK,Desktop,Email,8,45.45
U01128,2023-05-14,Free,6.47,6.47,0,Brazil,Mobile,Referral,7,18.82
U01129,2023-07-19,Free,35.9,35.9,0,India,Tablet,Paid Search,11,74.18
U01130,2023-01-23,Free,3.2,50.65131527521645,0,Canada,Mobile,Email,10,65.34
U01131,2023-10-30,Free,19.18,19.18,1,UK,Tablet,Social,8,44.64
U01132,2023-12-12,Basic,62.03,62.03,0,USA,Desktop,Social,3,5.88
U01133,2023-10-29,Free,36.82,36.82,0,Australia,Mobile,Referral,12,89.87
U01134,2023-12-29,Free,1.28,1.28,0,Australia,Desktop,Social,10,43.01
U01135,2023-08-06,Premium,7.71,7.71,0,Canada,Tablet,Social,14,97.53
U01136,2023-05-21,Premium,3.07,3.07,1,Canada,Mobile,Organic,11,86.7
U01137,2023-04-14,Free,59.61,59.61,0,UK,Tablet,Organic,7,35.32
U01138,2023-07-29,Free,85.29,85.29,0,UK,Tablet,Social,9,44.6
U01139,2023-04-21,Basic,5.36,5.36,1,Australia,Desktop,Email,9,76.98
U01140,2023-04-14,Free,22.16,22.16,1,Germany,Desktop,Social,8,8.0
U01141,2023-11-12,Free,36.86,41.80038189376289,0,Australia,Mobile,Paid Search,4,18.46
U01142,2023-06-20,Basic,5.32,5.32,0,India,Tablet,Email,11,28.51
U01143,2023-12-22,Free,4.16,6.26953397247501,0,Brazil,Mobile,Paid Search,7,14.88
U01144,2023-11-20,Free,0.23,0.23,0,Canada,Mobile,Paid Search,4,32.54
U01145,2023-05-13,Free,10.62,18.700638522535954,1,UK,Tablet,Referral,13,110.64
U01146,2023-10-20,Free,45.94,45.94,0,Canada,Desktop,Organic,6,27.7
U01147,2023-11-24,Free,46.66,69.53301648737846,0,Germany,Mobile,Referral,9,67.83
U01148,2023-05-07,Premium,2.73,2.73,0,UK,Mobile,Paid Search,12,51.86
U01149,2023-04-16,Free,4.57,4.57,0,India,Mobile,Referral,8,33.51
U01150,2023-04-02,Free,10.49,10.49,0,Brazil,Tablet,Referral,6,44.51
U01151,2023-10-14,Free,30.34,30.34,0,Germany,Mobile,Email,7,32.11
U01152,2023-02-20,Premium,18.93,22.221109415249366,0,UK,Desktop,Referral,4,27.06
U01153,2023-01-29,Basic,14.42,32.99658431815051,0,India,Desktop,Email,3,10.98
U01154,2023-10-23,Free,17.93,17.93,1,USA,Tablet,Referral,4,20.76
U01155,2023-10-24,Premium,2.02,21.601345064659927,0,USA,Tablet,Referral,6,34.54
U01156,2023-08-02,Free,12.99,12.99,0,India,Tablet,Paid Search,9,30.73
U01157,2023-09-24,Free,96.73,111.50280299845343,0,Australia,Tablet,Paid Search,5,30.71
U01158,2023-09-14,Free,1.85,5.335723600116244,0,Canada,Desktop,Social,5,37.1
U01159,2023-10-29,Free,14.65,14.65,0,Brazil,Tablet,Social,10,71.3
U01160,2023-04-11,Free,7.01,7.01,0,Australia,Mobile,Email,12,63.83
U01161,2023-12-12,Basic,15.53,15.53,0,UK,Desktop,Paid Search,9,45.28
U01162,2023-04-20,Free,17.06,17.06,0,Australia,Tablet,Social,5,28.62
U01163,2023-07-01,Basic,17.23,31.306500693373618,0,Australia,Tablet,Referral,7,31.8
U01164,2023-11-09,Free,38.24,38.24,0,UK,Mobile,Paid Search,9,63.59
U01165,2023-01-01,Free,9.88,19.758323893875684,1,India,Desktop,Referral,12,89.44
U01166,2023-11-15,Free,14.53,14.53,0,UK,Desktop,Referral,8,59.83
U01167,2023-02-24,Premium,0.22,0.22,1,Australia,Mobile,Email,8,85.38
U01168,2023-05-29,Free,31.17,31.17,0,Brazil,Mobile,Paid Search,5,44.1
U01169,2023-11-05,Basic,6.01,22.269111564379394,0,India,Tablet,Referral,4,20.76
U01170,2023-05-17,Free,33.92,33.92,0,Canada,Mobile,Email,9,50.77
U01171,2023-07-21,Free,6.18,23.21713223792503,0,USA,Mobile,Organic,7,39.37
U01172,2023-11-09,Free,0.22,0.22,0,USA,Mobile,Organic,9,47.96
U01173,2023-04-27,Free,3.36,3.36,0,Germany,Desktop,Referral,8,53.94
U01174,2023-06-03,Free,84.93,84.93,0,Canada,Desktop,Referral,8,45.94
U01175,2023-10-18,Free,7.71,21.323236843103384,0,Canada,Mobile,Organic,9,81.04
U01176,2023-03-04,Basic,2.3,2.3,0,USA,Mobile,Social,3,22.84
U01177,2023-09-01,Free,2.53,2.53,0,UK,Desktop,Email,9,43.98
U01178,2023-01-25,Basic,7.43,7.43,0,Brazil,Mobile,Referral,8,41.49
U01179,2023-03-31,Free,0.77,0.77,0,Australia,Mobile,Organic,8,49.0
U01180,2023-03-16,Basic,14.33,14.33,0,Brazil,Desktop,Organic,9,51.22
U01181,2023-10-21,Basic,4.81,8.076055536904253,0,Germany,Mobile,Organic,9,78.08
U01182,2023-07-29,Free,14.65,14.65,0,Canada,Mobile,Organic,8,45.02
U01183,2023-12-13,Free,3.03,19.833574782161193,0,UK,Desktop,Organic,5,40.92
U01184,2023-01-17,Basic,11.24,11.24,0,Australia,Tablet,Organic,12,97.27
U01185,2023-05-08,Premium,18.22,18.22,0,Canada,Mobile,Referral,7,65.74
U01186,2023-12-30,Free,1.28,1.28,0,Australia,Mobile,Email,10,62.83
U01187,2023-09-08,Free,10.17,10.17,0,India,Mobile,Organic,10,32.34
U01188,2023-06-28,Premium,7.21,10.69159994407644,1,Germany,Tablet,Organic,11,87.97
U01189,2023-07-01,Free,5.5,9.142555145715713,0,UK,Desktop,Organic,5,30.95
U01190,2023-06-01,Basic,18.55,18.55,0,India,Desktop,Organic,7,47.21
U01191,2023-01-25,Free,17.76,29.700527614540075,0,USA,Desktop,Organic,11,82.43
U01192,2023-06-29,Free,19.92,19.92,0,USA,Desktop,Paid Search,11,59.34
U01193,2023-07-17,Basic,3.46,6.827632957654904,0,India,Mobile,Paid Search,3,23.69
U01194,2023-12-10,Basic,6.73,6.73,0,Australia,Tablet,Organic,6,34.54
U01195,2023-06-10,Free,4.71,4.71,0,Germany,Tablet,Organic,7,22.97
U01196,2023-06-26,Free,15.55,15.55,0,India,Desktop,Social,8,61.56
U01197,2023-10-12,Basic,12.36,12.36,0,Canada,Desktop,Social,13,82.97
U01198,2023-03-04,Basic,8.02,38.50017808744555,0,UK,Mobile,Email,9,58.66
U01199,2023-05-30,Free,30.84,30.84,0,Canada,Desktop,Paid Search,4,15.77
U01200,2023-06-03,Basic,1.97,1.97,0,Canada,Desktop,Referral,8,33.02
U01201,2023-06-05,Basic,73.7,73.7,0,India,Desktop,Email,5,31.64
U01202,2023-02-18,Basic,2.48,2.48,0,UK,Desktop,Email,5,41.54
U01203,2023-12-03,Basic,29.66,29.66,0,UK,Tablet,Organic,3,10.19
U01204,2023-03-25,Free,9.18,9.18,0,USA,Desktop,Organic,13,45.86
U01205,2023-12-27,Basic,40.09,40.09,0,UK,Desktop,Referral,10,76.79
U01206,2023-06-26,Basic,1.54,1.54,0,Brazil,Mobile,Social,12,86.54
U01207,2023-05-28,Free,9.39,9.39,0,Canada,Desktop,Organic,4,11.23
U01208,2023-04-28,Free,8.17,8.17,0,USA,Desktop,Paid Search,8,64.69
U01209,2023-12-08,Free,99.69,104.69562712967848,0,Canada,Mobile,Referral,8,15.75
U01210,2023-03-04,Basic,84.74,101.1520195895396,0,USA,Mobile,Referral,8,33.77
U01211,2023-07-08,Free,4.21,10.537847945039832,0,India,Desktop,Organic,13,93.58
U01212,2023-12-26,Basic,19.88,20.52497122903619,0,Australia,Mobile,Referral,11,69.41
U01213,2023-02-18,Premium,15.34,40.68109814747535,0,UK,Mobile,Social,9,66.09
U01214,2023-11-23,Basic,3.35,3.35,0,Canada,Desktop,Organic,11,70.72
U01215,2023-09-14,Premium,3.67,3.67,0,India,Tablet,Social,10,60.88
U01216,2023-08-12,Premium,90.66,101.67080145990023,0,UK,Mobile,Social,6,37.64
U01217,2023-05-21,Free,12.06,12.06,0,USA,Desktop,Paid Search,4,28.31
U01218,2023-08-03,Basic,2.69,2.69,0,Brazil,Mobile,Organic,4,23.83
U01219,2023-07-30,Free,4.84,4.84,0,Canada,Tablet,Paid Search,3,25.09
U01220,2023-11-14,Premium,6.25,37.607102974710116,0,Australia,Tablet,Paid Search,5,33.63
U01221,2023-02-01,Free,14.3,30.098448828346903,0,USA,Desktop,Referral,10,49.63
U01222,2023-06-07,Premium,8.18,8.18,0,Germany,Tablet,Email,7,31.17
U01223,2023-10-12,Basic,12.14,21.681739885581422,0,India,Desktop,Organic,6,33.07
U01224,2023-11-01,Basic,3.64,13.106822883206796,0,Brazil,Desktop,Social,4,27.8
U01225,2023-10-13,Free,7.91,7.91,0,India,Mobile,Referral,6,52.45
U01226,2023-05-24,Free,1.46,7.064786299361365,0,Australia,Desktop,Paid Search,8,32.3
U01227,2023-01-19,Basic,44.09,56.530154866228116,0,UK,Mobile,Paid Search,7,53.44
U01228,2023-01-18,Free,4.43,4.43,1,India,Mobile,Organic,7,39.63
U01229,2023-09-14,Premium,28.29,28.29,0,USA,Mobile,Referral,4,27.22
U01230,2023-03-19,Free,8.6,8.6,0,USA,Mobile,Social,7,22.93
U01231,2023-06-24,Basic,12.86,12.86,0,Australia,Desktop,Paid Search,8,46.28
U01232,2023-07-13,Free,6.89,26.19429850341408,0,India,Tablet,Referral,12,12.0
U01233,2023-04-23,Basic,23.84,23.84,0,UK,Desktop,Social,12,70.85
U01234,2023-04-24,Basic,37.23,37.23,0,UK,Tablet,Referral,1,9.69
U01235,2023-08-10,Free,6.75,10.810435617350098,0,Brazil,Desktop,Paid Search,5,25.77
U01236,2023-06-15,Free,5.55,17.544837459821913,0,USA,Mobile,Paid Search,6,39.79
U01237,2023-11-15,Free,22.88,22.88,0,India,Mobile,Social,7,51.49
U01238,2023-05-12,Basic,4.34,7.6426787150177224,0,Brazil,Desktop,Referral,9,47.12
U01239,2023-09-21,Basic,20.42,20.42,0,Germany,Tablet,Paid Search,5,10.0
U01240,2023-02-24,Basic,1.98,1.98,0,Brazil,Desktop,Referral,6,29.04
U01241,2023-12-25,Basic,19.36,28.09929598750624,0,Australia,Desktop,Organic,12,37.28
U01242,2023-05-11,Free,14.41,17.863703764147147,0,Canada,Tablet,Social,9,30.54
U01243,2023-10-15,Free,2.42,51.20997854810744,0,Australia,Mobile,Email,5,37.9
U01244,2023-09-23,Free,20.95,20.95,0,Germany,Mobile,Social,9,41.2
U01245,2023-06-11,Free,11.83,11.83,1,Australia,Mobile,Paid Search,4,24.06
U01246,2023-03-28,Premium,4.9,15.128525000460794,0,Australia,Tablet,Referral,5,23.54
U01247,2023-02-24,Premium,8.72,8.72,0,Germany,Mobile,Social,11,51.79
U01248,2023-10-15,Free,13.55,13.55,0,Brazil,Mobile,Email,9,54.44
U01249,2023-06-27,Basic,1.92,5.9091173461008095,1,USA,Mobile,Organic,15,90.22
U01250,2023-12-15,Premium,63.22,63.22,0,Brazil,Tablet,Paid Search,11,61.03
U01251,2023-01-08,Free,21.91,21.91,0,Brazil,Tablet,Referral,5,25.06
U01252,2023-11-17,Free,2.16,2.16,1,Canada,Mobile,Organic,4,27.9
U01253,2023-11-09,Free,34.62,39.070717065431225,0,USA,Desktop,Paid Search,8,46.57
U01254,2023-09-04,Basic,7.79,10.281262833913477,0,USA,Desktop,Social,6,32.93
U01255,2023-11-19,Premium,18.17,18.17,1,Canada,Mobile,Social,9,24.62
U01256,2023-09-12,Basic,6.49,6.49,0,USA,Tablet,Email,7,22.9
U01257,2023-11-24,Free,26.44,26.44,0,Australia,Mobile,Organic,6,16.9
U01258,2023-02-23,Free,25.68,35.26114530634902,0,USA,Mobile,Social,5,24.19
